PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
137,1,19.0,0,2,-57.871387499999926,1,0,1,0,0,0,0,1
330,1,16.0,0,1,-26.175487499999925,1,0,1,0,0,1,0,0
447,1,13.0,0,1,-1.1621831521739097,1,0,0,1,0,0,0,1
554,1,22.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
862,0,21.0,1,0,-9.16218315217391,0,1,0,1,0,0,0,1
595,0,37.0,1,0,5.33781684782609,0,1,0,1,0,0,0,1
728,1,21.5,0,0,-5.938050101832997,1,0,0,0,1,0,1,0
578,1,39.0,1,0,-28.254687499999925,1,0,1,0,0,0,0,1
771,0,24.0,0,0,-4.175550101832997,0,1,0,0,1,0,0,1
798,1,31.0,0,0,-4.9922501018329974,1,0,0,0,1,0,0,1
511,1,29.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
827,0,25.0,0,0,42.820249898167006,0,1,0,0,1,0,0,1
553,0,25.0,0,0,-5.846350101832996,0,1,0,0,1,0,1,0
33,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
541,1,36.0,0,2,-13.154687499999923,1,0,1,0,0,0,0,1
840,1,40.0,0,0,-54.45468749999992,0,1,1,0,0,1,0,0
639,0,41.0,0,5,26.011949898167003,1,0,0,0,1,0,0,1
382,1,1.0,0,2,2.0661498981670032,1,0,0,0,1,1,0,0
370,1,24.0,0,0,-14.854687499999926,1,0,1,0,0,1,0,0
656,0,24.0,2,0,52.83781684782609,0,1,0,1,0,0,0,1
613,1,21.5,1,0,1.8244498981670034,1,0,0,0,1,0,1,0
302,1,25.0,2,0,9.574449898167003,0,1,0,0,1,0,1,0
407,0,51.0,0,0,-5.925550101832997,0,1,0,0,1,0,0,1
718,1,27.0,0,0,-10.16218315217391,1,0,0,1,0,0,0,1
841,0,20.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
100,0,34.0,1,0,5.33781684782609,0,1,0,1,0,0,0,1
128,1,24.0,0,0,-6.533850101832996,0,1,0,0,1,0,0,1
162,1,40.0,0,0,-4.91218315217391,1,0,0,1,0,0,0,1
601,1,24.0,2,1,6.33781684782609,1,0,0,1,0,0,0,1
673,0,70.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
344,0,25.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
792,0,16.0,0,0,5.33781684782609,0,1,0,1,0,0,0,1
580,1,32.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
147,1,27.0,0,0,-5.879750101832997,0,1,0,0,1,0,0,1
703,0,18.0,0,1,0.7786498981670036,1,0,0,0,1,1,0,0
36,0,42.0,1,0,-32.15468749999992,0,1,1,0,0,0,0,1
734,0,23.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
362,0,29.0,1,0,7.058616847826091,0,1,0,1,0,1,0,0
176,0,18.0,1,1,-5.821350101832997,0,1,0,0,1,0,0,1
740,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
62,1,38.0,0,0,-4.154687499999923,1,0,1,0,0,0,0,0
112,0,14.5,1,0,0.7786498981670036,1,0,0,0,1,1,0,0
11,1,4.0,1,1,3.0244498981670027,1,0,0,0,1,0,0,1
500,0,24.0,0,0,-5.879750101832997,0,1,0,0,1,0,0,1
752,1,6.0,0,1,-1.200550101832997,0,1,0,0,1,0,0,1
408,1,3.0,1,1,-1.9121831521739097,0,1,0,1,0,0,0,1
665,1,20.0,1,0,-5.750550101832997,0,1,0,0,1,0,0,1
861,0,41.0,2,0,0.43274989816700327,0,1,0,0,1,0,0,1
463,0,47.0,0,0,-45.65468749999992,0,1,1,0,0,0,0,1
63,0,45.0,1,0,-0.679687499999929,0,1,1,0,0,0,0,1
502,0,21.0,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
73,0,21.0,0,0,52.83781684782609,0,1,0,1,0,0,0,1
352,0,40.0,0,0,-49.15468749999992,0,1,1,0,0,0,0,1
78,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
214,0,30.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
259,1,35.0,0,0,428.1745125000001,1,0,1,0,0,1,0,0
395,1,24.0,0,2,3.0244498981670027,1,0,0,0,1,0,0,1
605,1,35.0,0,0,-57.604687499999926,0,1,1,0,0,1,0,0
787,1,18.0,0,0,-6.179750101832997,1,0,0,0,1,0,0,1
625,0,21.0,0,0,2.424449898167005,0,1,0,0,1,0,0,1
90,0,24.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
184,1,1.0,2,1,18.33781684782609,0,1,0,1,0,0,0,1
556,0,62.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
389,0,25.0,0,0,-5.946350101832997,0,1,0,0,1,0,1,0
476,0,40.0,0,0,-32.15468749999992,0,1,1,0,0,0,0,1
480,1,2.0,0,1,-1.388050101832997,1,0,0,0,1,0,0,1
97,0,71.0,0,0,-49.50048749999992,0,1,1,0,0,1,0,0
394,1,23.0,1,0,29.120312500000082,1,0,1,0,0,1,0,0
367,1,60.0,1,0,-8.904687499999923,1,0,1,0,0,1,0,0
4,1,35.0,1,0,-31.054687499999922,1,0,1,0,0,0,0,1
562,0,40.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
189,0,40.0,1,1,1.8244498981670034,0,1,0,0,1,0,1,0
638,0,31.0,1,1,5.58781684782609,0,1,0,1,0,0,0,1
81,0,22.0,0,0,-4.675550101832997,0,1,0,0,1,0,0,1
834,0,23.0,0,0,-5.821350101832997,0,1,0,0,1,0,0,1
247,0,25.0,0,0,-5.900550101832996,1,0,0,0,1,0,0,1
354,0,25.0,1,0,4.124449898167004,0,1,0,0,1,0,0,1
211,0,24.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
222,0,27.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
20,1,21.5,0,0,-6.450550101832997,1,0,0,0,1,1,0,0
311,1,24.0,0,0,-0.9963874999999263,1,0,1,0,0,1,0,0
249,1,37.0,1,1,-31.60048749999992,0,1,1,0,0,0,0,1
139,0,16.0,0,0,-4.458850101832997,0,1,0,0,1,0,0,1
735,0,23.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
291,1,26.0,0,0,-5.304687499999929,1,0,1,0,0,0,0,1
817,0,23.0,0,0,-5.750550101832997,1,0,0,0,1,0,0,1
513,1,36.0,0,0,-57.86718749999992,0,1,1,0,0,0,0,1
13,0,20.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
657,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
778,1,5.0,0,0,-1.200550101832997,1,0,0,0,1,0,0,1
596,0,36.0,1,1,10.474449898167002,0,1,0,0,1,0,0,1
457,0,65.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
888,1,19.0,0,0,-54.15468749999992,1,0,1,0,0,0,0,1
329,1,31.0,1,1,6.849449898167002,1,0,0,0,1,0,0,1
664,0,36.0,0,0,-6.179750101832997,0,1,0,0,1,0,0,1
113,0,22.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
606,0,36.0,1,0,1.8744498981670041,0,1,0,0,1,0,0,1
518,0,25.0,0,0,10.474449898167002,0,1,0,0,1,0,1,0
519,1,36.0,1,0,5.33781684782609,1,0,0,1,0,0,0,1
498,0,25.0,0,0,1.424449898167003,0,1,0,0,1,0,0,1
404,0,28.0,1,0,2.174449898167003,0,1,0,0,1,0,0,1
477,0,34.0,1,0,0.33781684782609034,0,1,0,1,0,0,0,1
84,0,28.0,0,0,-37.05468749999992,0,1,1,0,0,0,0,1
149,0,36.5,0,2,5.33781684782609,0,1,0,1,0,0,0,1
303,0,19.0,0,0,-13.675550101832997,0,1,0,0,1,0,0,1
341,1,2.0,1,1,5.33781684782609,0,1,0,1,0,0,0,1
821,1,52.0,1,1,9.345312500000077,1,0,1,0,0,0,0,1
739,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
60,0,11.0,5,2,33.224449898167,0,1,0,0,1,0,0,1
815,0,30.5,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
722,0,17.0,1,0,-6.621350101832997,0,1,0,0,1,0,0,1
727,1,30.0,3,0,0.33781684782609034,1,0,0,1,0,0,0,1
856,1,18.0,0,1,-4.325550101832997,1,0,0,0,1,0,0,1
391,1,36.0,1,2,35.84531250000008,0,1,1,0,0,0,0,1
58,0,28.5,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
791,0,25.0,0,0,-5.925550101832997,0,1,0,0,1,0,1,0
349,1,3.0,1,1,2.224449898167004,0,1,0,0,1,0,0,1
713,1,48.0,1,0,-32.15468749999992,0,1,1,0,0,0,0,1
346,1,24.0,0,0,-7.66218315217391,1,0,0,1,0,0,0,1
813,0,35.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
566,0,24.0,2,0,10.474449898167002,0,1,0,0,1,0,0,1
339,1,45.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
471,0,25.0,0,0,-6.425550101832997,0,1,0,0,1,0,0,1
393,0,28.0,2,0,-5.750550101832997,0,1,0,0,1,0,0,1
196,1,58.0,0,0,62.366112500000085,1,0,1,0,0,1,0,0
469,0,25.0,0,0,-5.950550101832997,0,1,0,0,1,0,1,0
374,0,22.0,0,0,51.47861250000007,0,1,1,0,0,1,0,0
679,0,43.0,1,6,33.224449898167,1,0,0,0,1,0,0,1
174,0,21.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
380,0,19.0,0,0,-5.900550101832996,0,1,0,0,1,0,0,1
887,0,27.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
252,0,29.0,1,1,-3.213050101832996,1,0,0,0,1,0,0,1
366,0,30.0,0,0,-6.425550101832997,0,1,0,0,1,0,0,1
531,1,2.0,1,1,5.33781684782609,1,0,0,1,0,0,0,1
256,1,29.0,0,2,1.5702498981670026,1,0,0,0,1,1,0,0
493,0,55.0,0,0,-53.65468749999992,0,1,1,0,0,0,0,1
198,0,42.0,0,1,-5.271350101832997,0,1,0,0,1,0,0,1
754,0,23.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
363,0,45.0,0,1,0.7786498981670036,1,0,0,0,1,1,0,0
702,1,35.0,0,0,-57.86718749999992,0,1,1,0,0,0,0,1
159,0,25.0,0,0,-5.013050101832997,0,1,0,0,1,0,0,1
282,0,28.0,0,0,-5.821350101832997,0,1,0,0,1,0,0,1
76,0,25.0,0,0,-6.025550101832996,0,1,0,0,1,0,0,1
648,1,56.0,0,0,-48.65468749999992,0,1,1,0,0,1,0,0
192,0,19.0,0,0,-7.66218315217391,0,1,0,1,0,0,0,1
832,1,0.83,1,1,-1.9121831521739097,0,1,0,1,0,0,0,1
59,1,5.0,1,2,7.08781684782609,1,0,0,1,0,0,0,1
188,1,45.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
784,0,25.0,1,2,9.774449898167003,0,1,0,0,1,0,0,1
558,0,40.0,0,0,143.37031250000007,0,1,1,0,0,1,0,0
77,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
115,0,17.0,0,0,0.7827498981670029,1,0,0,0,1,1,0,0
621,0,27.0,1,0,0.7786498981670036,0,1,0,0,1,1,0,0
804,1,0.42,0,1,-5.158850101832996,0,1,0,0,1,1,0,0
741,1,40.0,0,0,-54.15468749999992,0,1,1,0,0,0,0,1
19,0,31.0,1,0,4.324449898167003,1,0,0,0,1,0,0,1
241,0,21.5,1,0,0.7786498981670036,1,0,0,0,1,1,0,0
685,0,60.0,1,1,18.33781684782609,0,1,0,1,0,0,0,1
322,0,27.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
161,0,44.0,0,1,2.424449898167005,0,1,0,0,1,0,0,1
304,1,28.0,0,0,-8.31218315217391,1,0,0,1,0,0,1,0
138,0,37.0,1,0,-31.054687499999922,0,1,1,0,0,0,0,1
373,0,19.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
183,0,9.0,4,2,17.711949898167003,0,1,0,0,1,0,0,1
773,0,57.0,0,0,-10.16218315217391,1,0,0,1,0,0,0,1
390,1,17.0,0,0,-8.66218315217391,1,0,0,1,0,1,0,0
55,0,65.0,0,1,-22.175487499999925,0,1,1,0,0,1,0,0
431,1,28.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
521,1,30.0,0,0,9.345312500000077,1,0,1,0,0,0,0,1
523,0,25.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
514,1,54.0,1,0,-24.754687499999925,1,0,1,0,0,1,0,0
589,0,22.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
474,1,23.0,0,0,-6.870483152173909,1,0,0,1,0,1,0,0
510,1,26.0,0,0,42.820249898167006,0,1,0,0,1,0,0,1
830,1,62.0,0,0,-4.154687499999923,1,0,1,0,0,0,0,0
579,0,21.5,1,0,0.7827498981670029,1,0,0,0,1,1,0,0
584,0,36.0,0,0,-44.02968749999992,0,1,1,0,0,1,0,0
533,0,17.0,1,1,-6.446350101832997,0,1,0,0,1,1,0,0
415,1,44.0,0,0,-5.750550101832997,0,1,0,0,1,0,0,1
348,1,21.5,1,0,2.424449898167005,1,0,0,0,1,0,0,1
295,0,24.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
645,1,0.75,2,1,5.582749898167002,1,0,0,0,1,1,0,0
325,0,25.0,8,2,55.874449898167,0,1,0,0,1,0,0,1
275,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
422,0,21.0,0,0,-5.942250101832997,0,1,0,0,1,0,1,0
462,0,34.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
8,0,2.0,3,1,7.399449898167003,0,1,0,0,1,0,0,1
704,0,25.0,0,0,-5.933850101832997,0,1,0,0,1,0,1,0
611,0,39.0,1,5,17.599449898167002,1,0,0,0,1,0,0,1
451,0,36.0,1,2,7.08781684782609,0,1,0,1,0,0,0,1
312,1,18.0,2,2,178.2203125000001,1,0,1,0,0,1,0,0
88,0,25.0,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
868,0,31.0,0,0,-33.65888749999992,0,1,1,0,0,0,0,1
456,1,29.0,0,0,-5.779750101832996,0,1,0,0,1,1,0,0
230,0,21.5,3,1,11.791149898167003,1,0,0,0,1,0,0,1
146,0,19.0,1,1,16.08781684782609,0,1,0,1,0,0,0,1
853,0,9.0,1,1,1.5702498981670026,1,0,0,0,1,1,0,0
774,0,25.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
439,0,64.0,1,4,178.8453125000001,0,1,1,0,0,0,0,1
525,0,25.0,0,0,-6.446350101832997,0,1,0,0,1,1,0,0
506,0,18.0,1,0,24.745312500000082,0,1,1,0,0,1,0,0
794,0,40.0,0,0,-53.458887499999925,0,1,1,0,0,1,0,0
808,0,18.0,0,0,-5.900550101832996,1,0,0,0,1,0,0,1
324,1,22.0,1,1,8.33781684782609,1,0,0,1,0,0,0,1
442,0,20.0,0,0,-4.175550101832997,0,1,0,0,1,0,0,1
594,0,21.5,0,2,-5.925550101832997,1,0,0,0,1,0,1,0
883,0,22.0,0,0,-3.1588501018329964,1,0,0,0,1,0,0,1
102,0,25.0,0,0,-5.779750101832996,0,1,0,0,1,0,0,1
225,1,38.0,1,0,5.845312500000077,0,1,1,0,0,0,0,1
34,0,66.0,0,0,-10.16218315217391,0,1,0,1,0,0,0,1
751,1,4.0,1,1,2.3378168478260903,1,0,0,1,0,0,0,1
186,0,40.0,0,0,-34.15468749999992,0,1,1,0,0,0,0,1
369,1,21.5,0,0,-5.925550101832997,1,0,0,0,1,0,1,0
279,0,7.0,4,1,15.449449898167003,0,1,0,0,1,0,1,0
869,0,25.0,0,0,-4.175550101832997,0,1,0,0,1,0,0,1
263,0,52.0,1,1,-4.504687499999918,0,1,1,0,0,0,0,1
789,1,1.0,1,2,6.899449898167003,0,1,0,0,1,0,0,1
47,0,25.0,1,0,1.8244498981670034,0,1,0,0,1,0,1,0
313,0,26.0,1,1,5.33781684782609,1,0,0,1,0,0,0,1
707,1,45.0,0,0,-7.16218315217391,1,0,0,1,0,0,0,1
294,0,24.0,0,0,-4.825550101832997,1,0,0,0,1,0,0,1
544,1,32.0,1,0,5.33781684782609,0,1,0,1,0,0,0,1
153,0,55.5,0,0,-5.625550101832996,0,1,0,0,1,0,0,1
695,0,60.0,0,0,-57.604687499999926,0,1,1,0,0,0,0,1
364,0,35.0,0,0,-6.625550101832997,0,1,0,0,1,0,0,1
507,1,33.0,0,2,5.33781684782609,1,0,0,1,0,0,0,1
25,0,8.0,3,1,7.399449898167003,1,0,0,0,1,0,0,1
694,0,25.0,0,0,-6.450550101832997,0,1,0,0,1,1,0,0
41,0,40.0,1,0,-4.200550101832997,1,0,0,0,1,0,0,1
381,1,42.0,0,0,143.37031250000007,1,0,1,0,0,1,0,0
